"","Estimate","Std..Error","t.value","Pr...t.."
"(Intercept)",5.09737679654227,0.152403837033438,33.4465122123131,9.71146393163729e-167
"walk_any",-0.290563617134465,0.059420444455224,-4.88996034611317,1.1690667533929e-06
"educa_hh2",-0.378676808207193,0.165500142301497,-2.28807542362922,0.022334634163159
"educa_hh3",-0.0969395243708467,0.15154415396402,-0.639678416059933,0.522523662322783
"educa_hh4",-0.174101780820618,0.146786108585345,-1.18609167106158,0.235859099098045
"educa_hh5",-0.187712413220853,0.144842103384859,-1.29597961389779,0.195272268950726
"school_distance",-0.0145361807384821,0.0115757509824589,-1.25574407746929,0.209493001200395
