id,source,website,building_type,building,address,vacancy_rate,household_size,Pct_Single_Family,Pct_Attached_SF,Pct_MF_2_to_4,Pct_MF_5_Plus,Pct_Emp_Office_Svc,Pct_Educ_Svc,Pct_Medical_Svc,Pct_Public_Admin,Pct_Retail_Svc,Pct_Restaurant,Pct_Accommodation,Pct_Arts_Entertainment,Pct_Other_Svc,Pct_Manufacturing,Pct_Transport_warehouse,Pct_Wholesale,Pct_Construction_Util,Pct_Agriculture,Pct_Extraction,Pct_Military,percent_of_building_type,lot_size_square_feet,floors,total_far,residential_efficiency,square_feet_per_du,retail_efficiency,retail_square_feet_per_employee,office_efficiency,office_square_feet_per_employee,industrial_efficiency,industrial_square_feet_per_employee,average_parking_space_square_feet,surface_parking_spaces,above_ground_structured_parking_spaces,below_ground_structured_parking_spaces,building_footprint_square_feet,surface_parking_square_feet,hardscape_other_square_feet,irrigated_softscape_square_feet,nonirrigated_softscape_square_feet,irrigated_percent,id
98,0,,Urban Townhome/Live-Work,Townhome/Live-Work (Backyard Row Home),"Stapleton Denver, CO",0.04,2.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1917,3,0.91,1,1668,0.85,750,0.85,350,0.85,1000,330,0,2,0,581.49,0,91.69,1119.438,124.382,0.9,1498
99,0,,Urban Townhome/Live-Work,Townhome/Live-Work (Sky Terrace),"Stapleton Denver, CO",0.04,2.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,2519,3,0.84,1,2033,0.85,750,0.85,350,0.85,1000,330,0,2,0,705.32,0,180.13,1470.195,163.355,0.9,1499
101,0,,Standard Townhome,Townhome/Live-Work (Small Townhouse - 2),"Alameda, CA",0.04,1.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1452,2,0.87,1,1191,0.85,750,0.85,350,0.85,1000,330,0,2,0,631.62,0,24.9,715.932,79.548,0.9,15101
102,0,,Standard Townhome,Townhome/Live-Work (SEGA Townhouse),,0.04,2.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2000,2,0.78,1,1500,0.85,750,0.85,350,0.85,1000,330,0,2,0,780,0,117,992.7,110.3,0.9,15102
106,0,,Standard Townhome,Townhome/Live-Work (Backyard Row Home-2),"Stapleton Denver, CO",0.04,2.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1917,3,0.9,1,1668,0.85,750,0.85,350,0.85,1000,330,0,2,0,575.1,0,93.65,1123.425,124.825,0.9,15106
107,0,,Standard Townhome,Townhome/Live-Work (Sky Terrace-2),"Stapleton Denver, CO",0.04,2.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,2519,3,0.83,1,2033,0.85,750,0.85,350,0.85,1000,330,0,2,0,696.92,0,183.46,1474.755,163.8616667,0.9,15107
109,0,,Garden Apartment,Garden Apartment (Corte Bella),"Irthorn, CA",0.04,2.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,17000,3,1.1,1,1516,0.85,600,0.92,300,0.85,1000,330,0,57,0,6233.33,0,5000,5190,576.6666667,0.9,16109
110,0,,Garden Apartment,Garden Apartment (Victoria Townhomes),"Seattle, WA",0.04,2.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,27000,3,0.8,1,2347,0.85,600,0.92,300,0.85,1000,330,0,79,0,7200,0,18819.67,882.297,98.033,0.9,16110
111,0,,Garden Apartment,Garden Apartment  (F1 Affordable Townhomes),"Stapleton Denver, CO",0.04,2.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,1409,3,0.81,1,1136,0.85,750,0.85,350,0.85,1000,330,0,1,0,380.43,0,44.03,886.086,98.454,0.9,16111
120,0,,Very Small Lot 3000,Very Small Lot 2500 (Garden Courts),"Stapleton Denver, CO",0.03,2.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2736,2,0,1,1940,0.85,750,0.85,350,0.85,1000,330,2,0,0,970,660,208.31,628.383,269.307,0.7,17120
123,0,,Small Lot 4000,Small Lot 4000 (John Laing),"Stapleton Denver, CO",0.03,2.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,4182,2,0,1,2841,0.85,750,0.85,350,0.85,1000,330,2,0,0,1420.5,660,154.2,1363.11,584.19,0.7,18123
124,0,,Small Lot 4000,Small Lot 4000 (Town Square),"Stapleton Denver, CO",0.03,2.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,4230,2,0,1,2590,0.85,750,0.85,350,0.85,1000,330,2,0,0,1295,660,219.88,1438.584,616.536,0.7,18124
125,0,,Small Lot 4000,Small Lot 4000 (1),"Albany, CA",0.03,2.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,4000,2,0,1,1500,0.85,750,0.85,350,0.85,1000,330,2,0,0,750,660,282.51,1615.243,692.247,0.7,18125
126,0,,Small Lot 4000,"Small Lot 4000 (Alameda SF Detached, 1-2 floors)","Alameda, CA",0.03,2.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4000,2,0,1,3300,0.85,750,0.85,350,0.85,1000,330,2,0,0,1650,660,182.51,1055.243,452.247,0.7,18126
129,0,,Medium Lot 5500,Medium Lot 5500 (Daybreak),,0.03,2.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,5500,2,0,1,1910,0.85,750,0.85,350,0.85,1000,330,2,0,0,955,660,370,2460.5,1054.5,0.7,19129
131,0,,Medium Lot 5500,"Medium Lot 5500 (Average, St. Francis Wood)","San Francisco, CA",0.03,2.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,5000,2,0,1,2500,0.85,750,0.85,350,0.85,1000,330,2,0,0,1250,660,150,2058,882,0.7,19131
133,0,,Medium Lot 5500,Medium Lot 5500 (Kentlands),"Stapleton Denver, CO",0.03,2.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5500,2,0,1,2400,0.85,750,0.85,350,0.85,1000,330,2,0,0,1200,660,125,2460.5,1054.5,0.7,19133
135,0,,Large Lot 7500,"Large Lot 7500 (SACOG SF Large Lot, 1-2 floors)","Sacramento, CA",0.03,3.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,7500,2,0,1,2800,0.85,750,0.85,350,0.85,1000,330,3,0,0,1400,990,325,3349.5,1435.5,0.7,20135
136,0,,Large Lot 7500,Large Lot 7500 (View Park),"Los Angeles, CA",0.03,3.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,7500,2,0,1,4000,0.85,750,0.85,350,0.85,1000,330,3,0,0,2000,990,475,2824.5,1210.5,0.7,20136
137,0,,Large Lot 7500,Large Lot 7500 (Gold Coast),"Alameda, CA",0.03,3.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,7500,2,0,1,4000,0.85,750,0.85,350,0.85,1000,330,3,0,0,2000,990,475,2824.5,1210.5,0.7,20137
138,0,,Large Lot 7500,Large Lot 7500 (Estate Home),"Stapleton Denver, CO",0.03,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,7802,3,0,1,4780,0.85,750,0.85,350,0.85,1000,330,3,0,0,1593.33,990,1407.62,2667.732667,1143.314,0.7,20138
139,0,,Estate Lot,"Estate Lot  (SACOG Very Low Den Res, 1-2 floors)","Sacramento, CA",0.03,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,10000,2,0,1,2800,0.85,750,0.85,350,0.85,1000,330,4,0,0,1400,1320,120,5012,2148,0.7,21139
140,0,,Estate Lot,"Estate Lot  (SCAG Large Lot, 1-2 floors)",,0.03,3.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,20000,2,0,1,3000,0.85,750,0.85,350,0.85,1000,330,4,0,0,1500,1320,120,11942,5118,0.7,21140
141,0,,Estate Lot,"Estate Lot (Average, Beverly Hills)","Beverly Hills, CA",0.03,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,15000,2,0,1,5000,0.85,750,0.85,350,0.85,1000,330,4,0,0,2500,1320,800,7266,3114,0.7,21141
142,0,,Estate Lot,"Estate Lot (Average, Old Palo Alto)","Palo Alto, CA",0.03,3.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,20000,2,0,1,5000,0.85,750,0.85,350,0.85,1000,330,4,0,0,2500,1320,1300,10416,4464,0.7,21142
143,0,,Estate Lot,"Estate Lot (Daybreak Estate, South Jordan)",,0.03,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,9801,2,0,1,3214,0.85,750,0.85,350,0.85,1000,330,4,0,0,1607,1320,623.35,4375.455,1875.195,0.7,21143
144,0,,Estate Lot,Estate Lot (Windemere Estate),"San Ramon, CA",0.03,3.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,10402,2,0,1,4956,0.85,750,0.85,350,0.85,1000,330,4,0,0,2478,1320,482.8,4284.84,1836.36,0.7,21144
145,0,,Rural Residential,"Rural Residential (SACOG Rural Res, 1-2 floors)","Sacramento, CA",0.03,3.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,80000,2,0,1,2500,0.85,750,0.85,350,0.85,1000,330,3,0,0,1250,990,1050,15342,61368,0.2,22145
146,0,,Rural Residential,"Rural Residential (SCAG Rural, 1-2 floors)",,0.03,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,160000,2,0,1,3000,0.85,750,0.85,350,0.85,1000,330,3,0,0,1500,990,4000,30702,122808,0.2,22146
147,0,,Rural Residential,Rural Residential (Prairie Crossing Rural SF),,0.03,3.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,28801,2,0,1,3998,0.85,750,0.85,350,0.85,1000,330,3,0,0,1999,990,269.11,5108.578,20434.312,0.2,22147
148,0,,Rural Residential,"Rural Residential (SEGA Rural, 1-2 floors)",,0.03,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,80000,2,0,1,3000,0.85,750,0.85,350,0.85,1000,330,3,0,0,1500,990,800,15342,61368,0.2,22148
149,0,,Rural Ranchette,Rural Ranchette (AFT 1.5 acre lot),,0.03,3.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,65340,2,0,1,3500,0.85,750,0.85,350,0.85,1000,330,5,0,0,1750,1650,670.4,12253.92,49015.68,0.2,23149
150,0,,Rural Ranchette,Rural Ranchette 1,"Fresno, CA",0.03,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,80000,2,0,1,3500,0.85,750,0.85,350,0.85,1000,330,5,0,0,1750,1650,4750,14370,57480,0.2,23150
151,0,,Rural Ranchette,Rural Ranchette 2,,0.03,3.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100000,2,0,1,3500,0.85,750,0.85,350,0.85,1000,330,5,0,0,1750,1650,1750,18970,75880,0.2,23151
152,0,,Rural Ranchette,Rural Ranchette (AFT 5 acre lot),,0.03,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,217800,2,0,1,3500,0.85,750,0.85,350,0.85,1000,330,5,0,0,1750,1650,1106,42658.8,170635.2,0.2,23152
153,0,,Rural Ranchette,Rural Ranchette 6,"Fresno, CA",0.03,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,210000,2,0,1,3500,0.85,750,0.85,350,0.85,1000,330,5,0,0,1750,1650,3050,40710,162840,0.2,23153
154,0,,Rural Ranchette,Rural Ranchette (AFT 10 acre lot),,0.03,3.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,435600,2,0,1,3500,0.85,750,0.85,350,0.85,1000,330,5,0,0,1750,1650,3284,85783.2,343132.8,0.2,23154
155,0,,Rural Ranchette,Rural Ranchette 4,"Chowchilla, CA",0.03,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,360000,2,0,1,3500,0.85,750,0.85,350,0.85,1000,330,5,0,0,1750,1650,3950,70530,282120,0.2,23155
156,0,,Rural Ranchette,Rural Ranchette (AFT 20 acre lot),,0.03,3.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,871200,2,0,1,3500,0.85,750,0.85,350,0.85,1000,330,5,0,0,1750,1650,1106,173338.8,693355.2,0.2,23156
157,0,,Rural Ranchette,Rura lRanchette 5,"Fresno, CA",0.03,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,910000,2,0,1,3500,0.85,750,0.85,350,0.85,1000,330,5,0,0,1750,1650,1300,181060,724240,0.2,23157
158,0,,Rural Ranchette,Rural Ranchette 3,"Boonville, CA",0.03,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1000000,2,0,1,3500,0.85,750,0.85,350,0.85,1000,330,5,0,0,1750,1650,6750,9898.5,979951.5,0.01,23158
159,0,,Skyscraper Office,Skyscraper Office (Transbay Tower),"San Francisco, CA",0.06,0,0,0,0,0,0.9,0,0,0,0.04,0.01,0,0,0.05,0,0,0,0,0,0,0,0.2,43560,80,19.5,0.85,0,0.98,500,0.85,250,0.85,0,330,0,181,0,10617.75,0,2450.25,15246,15246,0.5,24159
160,0,,Skyscraper Office,Skyscraper Office (US Bank Tower),"Los Angeles, CA",0.06,0,0,0,0,0,0.97,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0.2,43560,73,50,0.85,1000,0.85,500,0.85,250,0.85,0,330,0,1498,0,29835.62,0,9368.38,2178.001781,2178.001781,0.5,24160
161,0,,Skyscraper Office,Skyscraper Office (Washington Mutual Tower),"Seattle, WA",0.06,0,0,0,0,0,0.97,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0.2,43560,55,45,0.85,1000,0.85,500,0.85,250,0.85,0,330,0,1407,0,35640,0,5742,653.4,1524.6,0.3,24161
163,0,,Skyscraper Office,Skyscraper Office (Aon Center),"Los Angeles, CA",0.06,0,0,0,0,0,0.98,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0.2,43560,62,58,0.85,0,0.85,500,0.85,250,0,0,330,0,952,0,40749.68,0,632.32,1089.00129,1089.00129,0.5,24163
164,0,,Skyscraper Office,Skyscraper Office (Bank of America Center),"Los Angeles, CA",0.06,0,0,0,0,0,0.98,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0.2,43560,55,25,0.85,0,0.85,500,0.85,250,0.85,0,330,0,534,0,19800,0,6336,10454.4,6969.6,0.6,24164
169,0,http://casestudies.uli.org/Profile.aspx?j=8218&p=5&c=4,High-Rise Office,High-Rise Office (Tabor Center),"Denver, CO",0.06,0,0,0,0,0,0.9,0,0,0,0.04,0.01,0,0,0.05,0,0,0,0,0,0,0,0.3,43560,31,11,0.85,637,0.85,500,0.94,250,0.85,1000,330,0,477,0,15456.77,0,10679.23,8711.997903,8711.997903,0.5,25169
170,Pelli Clarke Pelli,,High-Rise Office,High-Rise Office (1),"560 Mission Street San Francisco, CA",0.06,0,0,0,0,0,0.99,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.2,43560,31,19,0.85,1000,0.85,500,0.85,250,0.85,1000,330,0,352,0,26698.06,0,10327.94,3266.997742,3266.997742,0.5,25170
171,Heller Manus,,High-Rise Office,High Rise Office (2),"555 Mission Street San Francisco, CA",0.06,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,43560,33,16.5,0.85,1000,0.85,500,0.85,250,0.85,1000,330,0,191,0,21780,0,13068,4356,4356,0.5,25171
172,Heller Manus,,High-Rise Office,High-Rise Office (3),"55 Second Street San Francisco, CA",0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43560,26,14.47,0.85,1000,0.85,500,0.85,250,0.85,1000,330,0,192,0,24242.82,0,14961.18,2178.002308,2178.002308,0.5,25172
173,0,,High-Rise Office,High-Rise Office (SACOG CBD Ofice),"Sacramento, CA",0.06,0,0,0,0,0,0.95,0,0,0,0.03,0,0,0,0.02,0,0,0,0,0,0,0,0.2,43560,20,14,0.85,1000,0.85,500,0.85,250,0.85,1000,330,0,62,0,30492,0,8712,871.2,3484.8,0.2,25173
174,0,,Mid-Rise Office,Mid-Rise Office (Langstaff W-05),,0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,43560,9,5,0.85,1000,0.85,500,0.85,150,0.85,1000,330,0,85,0,24200,0,6292,2613.6,10454.4,0.2,26174
176,0,,Mid-Rise Office,Mid-Rise Office (Langstaff W-04),,0.06,0,0,0,0,0,0.9,0,0,0,0.04,0.01,0,0,0.05,0,0,0,0,0,0,0,0.2,43560,9,5,0.85,1000,0.85,500,0.85,150,0.85,1000,330,0,85,0,24200,0,4114,3049.2,12196.8,0.2,26176
178,0,,Mid-Rise Office,"Mid-Rise Office (SCAG City Center Office, 6-15 floors)",,0.06,0,0,0,0,0,0.95,0,0,0,0.03,0,0,0,0.02,0,0,0,0,0,0,0,0.2,43560,11,7,0.85,1000,0.85,500,0.85,350,0.85,1000,330,0,56,0,27720,0,2772,3920.4,9147.6,0.3,26178
179,ZGF,,Mid-Rise Office,Mid-Rise Office (EPA Headquarters),"Denver, CO",0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,43560,9,5.6,0.85,1000,0.85,500,0.85,350,0.85,1000,330,0,32,0,27104,0,7744,4356,4356,0.5,26179
180,0,,Mid-Rise Office,Mid-Rise Office (SACOG Hi Intensity Office),"Sacramento, CA",0.06,0,0,0,0,0,0.95,0,0,0,0.03,0,0,0,0.02,0,0,0,0,0,0,0,0.2,43560,10,7,0.85,1000,0.85,500,0.85,300,0.85,1000,330,0,31,0,30492,0,4356,1742.4,6969.6,0.2,26180
181,0,,Low-Rise Office,Low-Rise Office (AC Low Rise Office),,0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,43560,4,2,0.85,1000,0.85,538,0.85,269,0.85,1000,330,0,74,0,21780,0,15246,2613.6,3920.4,0.4,27181
182,Pickard Chilton,,Low-Rise Office,Low-Rise Office (CalPERS Headquarters),"Sacramento, CA",0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,43560,6,4.5,0.85,1000,0.85,500,0.85,350,0.85,1000,330,0,178,0,32670,0,6534,1306.8,3049.2,0.3,27182
183,Weber Thompson,,Low-Rise Office,Low-Rise Office (The Terry Thomas),"Seattle, WA",0.06,0,0,0,0,0,0.93,0,0,0,0.03,0.01,0,0,0.03,0,0,0,0,0,0,0,0.2,43560,6,3,0.85,1000,0.85,500,0.85,235,0.85,1000,330,0,250,0,21780,0,17424,1742.4,2613.6,0.4,27183
184,NBBJ,,Low-Rise Office,Low-Rise Office (223 Yale @ Alley24),"223 Yale Seattle, WA",0.06,0,0,0,0,0,0.89,0,0,0,0.05,0.01,0,0,0.05,0,0,0,0,0,0,0,0.2,43560,5,4,0.85,1000,0.85,500,0.85,208,0.85,1000,330,0,253,0,34848,0,7840.8,435.6,435.6,0.5,27184
185,HOK,,Low-Rise Office,Low-Rise Office (Symantec Headquarters),"Culver City, CA",0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,43560,5,3,0.85,1000,0.85,500,0.85,375,0.85,1000,330,0,155,0,26136,0,10890,1960.2,4573.8,0.3,27185
186,0,,Low-Rise Office,Low-Rise Office (SACOG Mod Inten. Office),"Sacramento, CA",0.06,0,0,0,0,0,0.95,0,0,0,0.03,0,0,0,0.02,0,0,0,0,0,0,0,0.05,43560,4,3,0.85,1000,0.85,500,0.85,300,0.85,1000,330,0,38,0,32670,0,2178,3484.8,5227.2,0.4,27186
187,GGLO,,Low-Rise Office,Low-Rise Office (R.D. Merrill Building),"Seattle, WA",0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,43560,3,2.76,0.85,1000,0.85,500,0.85,350,0.85,1000,330,0,79,0,40075.2,0,0,1742.4,1742.4,0.5,27187
188,0,,Low-Rise Office,"Low-Rise Office (SEGA Low Rise Office, 4-6 floors)",,0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43560,4,1,0.85,1000,0.85,500,0.85,350,0.85,1000,330,0,37,0,10890,0,4356,5662.8,22651.2,0.2,27188
189,0,,Main Street Commercial (Retail/Office/Medical),Main Street Commercial/MU Low (Dentist Office),"4185 Piedmont Avenue, Oakland",0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,5000,2,0.45,0.85,750,0.85,500,0.85,525,0.85,1000,330,9,0,0,1125,2970,800,15.75,89.25,0.15,28189
190,0,,Main Street Commercial (Retail/Office/Medical),Main Street Commercial/MU Low (Zachary's Pizza),"1853 Solano Avenue, Berkeley, CA",0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0,0.52,0,0,0,0,0,0,0,0.05,7117,1,0.75,0.85,750,0.85,525,0.85,350,0.85,1000,330,3,0,0,5337.75,990,327.38,230.935,230.935,0.5,28190
191,0,,Main Street Commercial (Retail/Office/Medical),Main Street Commercial/MU Low (MU Noah's Bagels),"3170 College Avenue, Berkeley CA",0.06,0,0,0,0,0,0.5,0,0,0,0.2,0.04,0,0.03,0.23,0,0,0,0,0,0,0,0.05,13895,2,0.8,0.85,750,0.85,525,0.85,350,0.85,1000,330,15,0,0,5558,4950,2690.96,348.02,348.02,0.5,28191
192,0,,Main Street Commercial (Retail/Office/Medical),Main Street Commercial (Mechanics Bank),"Mechanics Bank, Kensington CA",0.06,0,0,0,0,0,0.8,0,0,0,0.08,0.02,0,0,0.1,0,0,0,0,0,0,0,0.2,5000,1,0.95,0.85,1000,0.85,525,0.85,350,0.85,1000,0,0,0,0,4750,0,250,0,0,0.15,28192
193,0,,Main Street Commercial (Retail/Office/Medical),Main Street Commercial/MU Low (Alpha Market),"960 Cole Street, San Francisco CA",0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.03,0.49,0,0,0,0,0,0,0,0.25,3600,1,0.9,0.85,750,0.85,525,0.85,350,0.85,1000,0,0,0,0,3240,0,277.38,41.31,41.31,0.5,28193
194,0,,Main Street Commercial (Retail/Office/Medical),Main Street Commercial/MU Low (MU Instrument Sales),"1601 N Main Street, Walnut Creek CA",0.06,0,0,0,0,0,0.25,0,0,0,0.31,0.04,0,0.2,0.2,0,0,0,0,0,0,0,0.25,8196,2,1.1,0.85,750,0.85,525,0.85,350,0.85,1000,330,1,0,0,4507.8,330,3294.38,31.91,31.91,0.5,28194
195,0,,Main Street Commercial (Retail/Office/Medical),Main Street Commercial/MU Low (MU Crepe Vine),"1616 N Main Street, Walnut Creek CA",0.06,0,0,0,0,0,0.4,0,0,0,0.25,0.03,0,0.02,0.3,0,0,0,0,0,0,0,0.15,6956,2,1.3,0.85,750,0.85,525,0.85,350,0.85,1000,330,1,0,0,4521.4,330,465.01,245.9385,1393.6515,0.15,28195
196,0,,Parking Structure+Ground-Floor Retail,Parking Structure + Ground-Floor Retail (1),"15th and Pearl Structure, Boulder, CO",0.06,0,0,0,0,0,0.5,0,0,0,0.21,0.03,0,0.02,0.24,0,0,0,0,0,0,0,0.3,5000,6,5.5,0.85,750,0.1,500,0.2,525,0.85,1000,330,0,83,0,4583.33,0,0,208.3333333,208.3333333,0.5,29196
197,0,,Parking Structure+Ground-Floor Retail,Parking Structure + Ground-Floor Retail (2),"8th and Hope, Los Angeles CA",0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.04,0.48,0,0,0,0,0,0,0,0.3,7117,7,6.5,0.85,750,0.07,500,0.2,350,0.85,1000,330,0,103,0,6608.64,0,0,254.1785714,254.1785714,0.5,29197
198,0,,Parking Structure+Ground-Floor Retail,Parking Structure + Ground-Floor Retail (3),,0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.04,0.48,0,0,0,0,0,0,0,0.4,6956,3,2.5,0.85,750,0.1,500,0.2,350,0.85,1000,330,0,61,0,5796.67,0,1000,79.66666667,79.66666667,0.5,29198
199,0,,Parking Structure,Parking Structure (1),,0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.04,0.48,0,0,0,0,0,0,0,0.2,5000,4,3.5,0.85,750,0.01,500,0.2,525,0.85,1000,330,0,61,0,4375,0,0,312.5,312.5,0.5,30199
200,0,,Parking Structure,Parking Structure (Oak & Central),,0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.04,0.48,0,0,0,0,0,0,0,0.2,19000,3,2.5,0,0,0.01,500,0.2,400,0.85,1000,330,0,190,0,15833.33,0,3000,83.33333333,83.33333333,0.5,30200
201,0,,Parking Structure,Parking Structure (2),,0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.04,0.48,0,0,0,0,0,0,0,0.2,7117,5,4.5,0.85,750,0.01,500,0.2,350,0.85,1000,330,0,108,0,6405.3,0,0,355.85,355.85,0.5,30201
202,0,,Parking Structure,Parking Structure (Jack London Market),,0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.21,0.31,0,0,0,0,0,0,0,0.2,43560,5,4.5,0.85,0,0.01,500,0.2,400,0.85,1000,330,0,784,0,39204,0,3484.8,435.6,435.6,0.5,30202
203,0,,Parking Structure,Parking Structure (3),,0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.04,0.48,0,0,0,0,0,0,0,0.2,6956,6,5.5,0.85,750,0.01,500,0.95,350,0.85,1000,330,0,126,0,6376.33,0,0.23,289.7183333,289.7183333,0.5,30203
207,0,,Office Park High,"Office Park High (SEGA Office Park 0.35, 2-4 floors)",,0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43560,3,0.35,0.85,1000,0.85,750,0.85,500,0.85,1000,330,32,14,0,5082,10560,952.7,13482.65,13482.65,0.5,31207
208,0,,Office Park High,Office Park High (SACOG Mod Inten. Office),"Sacramento, CA",0.06,0,0,0,0,0,0.95,0,0,0,0.03,0,0,0,0.02,0,0,0,0,0,0,0,0.3,43560,4,1.02,0.85,1000,0.85,500,0.85,300,0.85,1000,330,93,40,0,11107.8,30690,800,481.1,481.1,0.5,31208
209,0,,Office Park High,Office Park High (Bishop Ranch BR-3),"San Ramon, CA",0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,43560,5,0.69,0.85,1000,0.85,500,0.85,300,0.85,1000,330,83,35,0,6011.28,27390,2479.69,3839.515,3839.515,0.5,31209
