id,source,website,building_type,building,address,vacancy_rate,household_size,Pct_Single_Family,Pct_Attached_SF,Pct_MF_2_to_4,Pct_MF_5_Plus,Pct_Emp_Office_Svc,Pct_Educ_Svc,Pct_Medical_Svc,Pct_Public_Admin,Pct_Retail_Svc,Pct_Restaurant,Pct_Accommodation,Pct_Arts_Entertainment,Pct_Other_Svc,Pct_Manufacturing,Pct_Transport_warehouse,Pct_Wholesale,Pct_Construction_Util,Pct_Agriculture,Pct_Extraction,Pct_Military,percent_of_building_type,lot_size_square_feet,floors,total_far,residential_efficiency,square_feet_per_du,retail_efficiency,retail_square_feet_per_employee,office_efficiency,office_square_feet_per_employee,industrial_efficiency,industrial_square_feet_per_employee,average_parking_space_square_feet,surface_parking_spaces,above_ground_structured_parking_spaces,below_ground_structured_parking_spaces,building_footprint_square_feet,surface_parking_square_feet,hardscape_other_square_feet,irrigated_softscape_square_feet,nonirrigated_softscape_square_feet,irrigated_percent,id
210,0,,Office Park High,Office Park High (Bishop Ranch BR-6),"San Ramon, CA",0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43560,3,0.4,0.85,1000,0.85,750,0.85,300,0.85,1000,330,34,15,0,5808,11220,1031.2,12750.4,12750.4,0.5,31210
211,0,,Office Park High,"Office Park High (SEGA Low Rise Office, 4-6 floors)",,0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,43560,5,1,0.85,1000,0.85,500,0.85,300,0.85,1000,330,91,39,0,8712,30030,2720.32,1048.84,1048.84,0.5,31211
212,0,,Office Park Low,Office Park Low (Redwood Business Park),"Petaluma, CA",0.06,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.25,43560,1,0.3,0.85,1000,0.85,750,0.85,450,0.85,1000,330,54,0,0,13068,17820,7759.92,2456.04,2456.04,0.5,32212
213,0,,Office Park Low,Office Park Low (Nanometrics Bldg),"Milpitas, CA",0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43560,1,0.4,0.85,1000,0.85,750,0.85,375,0.85,1000,330,62,0,0,17424,20460,1002,2337,2337,0.5,32213
214,0,,Office Park Low,Office Park Low (Sonoma Technology Bldg),"Petaluma, CA",0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,43560,1,0.2,0.85,1000,0.85,750,0.85,450,0.85,1000,330,45,0,0,8712,14850,14874,2562,2562,0.5,32214
215,0,,Office Park Low,Office Park Low (Bestronics Bldg),"San Jose, CA",0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,43560,1,0.3,0.85,1000,0.85,750,0.85,375,0.85,1000,330,43,0,0,13068,14190,11058,2622,2622,0.5,32215
216,0,,Industrial High,"Industrial High (SEGA Flex R&D, 1-2 floors)",,0.06,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0.98,0,0,0,0,0,0,0.1,43560,2,0.39,0.85,1000,0.85,750,0.85,500,0.85,900,330,51,0,0,8494.2,16830,10000,4117.9,4117.9,0.5,33216
217,0,,Industrial High,"Industrial High (SACOG Light Indus, 1-2 floors)","Sacramento, CA",0.06,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.15,43560,2,0.33,0.85,1000,0.85,750,0.85,300,0.85,700,330,43,0,0,7187.4,14190,15000,3591.3,3591.3,0.5,33217
220,0,,Industrial High,Industrial High (SF Produce Markets),"San Francisco, CA",0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4,43560,2,0.62,0.85,1000,0.85,750,0.85,350,0.85,800,330,85,0,0,13503.6,28050,0,1003.2,1003.2,0.5,33220
222,0,,Industrial High,Industrial High (Lyons Magnus Plant #1),"Fresno, CA",0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3,43560,2,0.6,0.85,1000,0.85,750,0.85,350,0.85,800,330,80,0,0,13068,26400,700,1696,1696,0.5,33222
223,0,,Industrial High,"Industrial High (SCAG Light Indus, 1-2 floors)",,0.06,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.02,0.97,0,0,0,0,0,0,0.05,43560,2,0.5,0.85,1000,0.85,750,0.85,300,0.85,1000,330,65,0,0,10890,21450,10000,610,610,0.5,33223
224,0,,Industrial Low,"Industrial Low (SEGA Heavy Ind, 1-2 floors)",,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,43560,2,0.34,0.85,1000,0.85,750,0.85,400,0.85,1200,330,25,0,0,7405.2,8250,15000,6452.4,6452.4,0.5,34224
225,0,,Industrial Low,"Industrial Low (SACOG Heavy Indus, 1-2 floors)","Sacramento, CA",0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,43560,2,0.28,0.85,1000,0.85,750,0.85,400,0.85,900,330,90,0,0,6098.4,29700,6000,880.8,880.8,0.5,34225
226,0,,Industrial Low,Industrial Low (Pacific Business Center),"Fremont, CA",0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,43560,1,0.4,0.85,1000,0.85,750,0.85,400,0.85,1250,330,34,0,0,17424,11220,10000,2458,2458,0.5,34226
228,0,,Industrial Low,"Industrial Low (SCAG Heavy Indus, 1-2 floors)",,0.06,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0.98,0,0,0,0,0,0,0.3,43560,2,0.5,0.85,1000,0.85,750,0.85,400,0.85,1200,330,37,0,0,10890,12210,12000,4230,4230,0.5,34228
229,0,,Warehouse High,Warehouse High (1),"120 11th Street, San Francisco, CA 94103",0.06,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.42,0.43,0,0,0,0,0.2,43560,2,1.17,0.85,1000,0.85,750,0.85,300,0.85,1000,330,7,0,0,25482.6,2310,9548.8,932.79,5285.81,0.15,35229
230,0,,Warehouse High,Warehouse High (2),"1360 Egbert, San Francisco, CA 94124",0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.2,43560,2,1,0.85,1000,0.85,750,0.85,300,0.85,1000,330,6,0,0,21780,1980,13579.83,933.0255,5287.1445,0.15,35230
231,0,,Warehouse High,Warehouse High (3),"300 NW 14th Avenue, Portland, OR 97209",0.06,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.35,0.35,0,0,0,0,0.05,43560,2,1.9,0.85,1000,0.85,750,0.85,300,0.85,1000,0,0,0,0,41382,0,2178,0,0,0.15,35231
232,0,,Warehouse High,Warehouse High (Dynagraphics),"Dynagraphics - 2181 NW Nicolai, Portland, OR 97210",0.06,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.35,0.35,0,0,0,0,0.05,43560,2,1.2,0.85,1000,0.85,750,0.85,300,0.85,1000,330,28,0,0,26136,9240,7000,177.6,1006.4,0.15,35232
233,0,,Warehouse High,Warehouse High (NW Trunk & Bag Building),"NW Trunk & Bag Building - 522 N Thompson, Portland, OR 97227",0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.05,43560,2,1.85,0.85,1000,0.85,750,0.85,300,0.85,1000,330,8,0,0,40293,2640,0,94.05,532.95,0.15,35233
234,0,,Warehouse High,Warehouse High (McClaskey Building),"McClaskey Building - 2755 NW 31st Avenue, Portland, OR 97210",0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.2,43560,2,1.1,0.85,1000,0.85,750,0.85,300,0.85,1000,330,45,0,0,23958,14850,3000,262.8,1489.2,0.15,35234
235,0,,Warehouse High,Warehouse High (5),"525 SE Pine St, Portland, OR 97214",0.06,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.05,43560,2,1.99,0.85,1000,0.85,750,0.85,300,0.85,1000,0,0,0,0,43342.2,0,217.8,0,0,0.15,35235
236,0,,Warehouse High,Warehouse High (6),"111 SE Madison Ave, Portland, OR 97214",0.06,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.35,0.35,0,0,0,0,0.05,43560,2,1.75,0.85,1000,0.85,750,0.85,300,0.85,1000,330,15,0,0,38115,4950,0,74.25,420.75,0.15,35236
237,0,,Warehouse High,Warehouse High (WorkSpace),"WorkSpace - 2150 Folsom, San Francisco, CA 94110",0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.1,43560,2,1.98,0.85,1000,0.85,750,0.85,300,0.85,1000,0,0,0,0,43124.4,0,435.6,0,0,0.15,35237
238,0,,Warehouse High,Warehouse High (7),"1154-1158 Howard Street, San Francisco, CA 94103",0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.05,43560,2,1.98,0.85,1000,0.85,750,0.85,300,0.85,1000,0,0,0,0,43124.4,0,435.6,0,0,0.15,35238
239,0,,Warehouse Low,Warehouse Low (8),"9040 Carroll Way, San Diego, CA 92121",0.06,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.43,0.43,0,0,0,0,0.5,43560,1,0.43,0.85,1000,0.85,750,0.85,400,0.85,1200,330,65,0,0,18730.8,21450,2000,206.88,1172.32,0.15,36239
240,0,,Warehouse Low,Warehouse Low (9),"2003 West Avenue 140th, San Leandro, CA 94577",0.06,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.45,0.45,0,0,0,0,0.1,43560,1,0.69,0.85,1000,0.85,750,0.85,400,0.85,1200,330,25,0,0,30056.4,8250,4560.59,103.9515,589.0585,0.15,36240
241,0,,Warehouse Low,Warehouse Low (10),"2300 Cesar Chavez, San Francisco, CA 94124",0.06,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.45,0.45,0,0,0,0,0.1,43560,1,0.68,0.85,1000,0.85,750,0.85,400,0.85,1200,330,8,0,0,29620.8,2640,10000,194.88,1104.32,0.15,36241
242,0,,Warehouse Low,Warehouse Low (Proposed IKEA Warehouse),"Emeryville, CA",0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.3,43560,1,0.45,0.85,1000,0.85,750,0.85,400,0.85,5500,330,60,0,0,19602,19800,3780,56.7,321.3,0.15,36242
243,0,,Hotel High,Hotel High (Four Seasons),"San Francisco, CA",0.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4,43560,40,17,0.85,1000,0.85,550,0.85,300,0.85,1000,330,0,248,0,18513,0,18404.1,3321.45,3321.45,0.5,37243
244,0,,Hotel High,Hotel High (Walt Disney World Dolphin),"Orlando, Fl",0.07,0,0,0,0,0,0.09,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0.2,43560,15,5,0.85,1000,0.85,550,0.85,350,0.85,1000,330,40,0,0,14520,13200,10626,2607,2607,0.5,37244
245,0,,Hotel High,Hotel High (Sheraton Grand),"Sacramento, CA",0.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4,43560,27,20,0.85,1000,0.85,550,0.85,300,0.85,1000,330,0,87,0,32266.67,0,9115.33,1089.001667,1089.001667,0.5,37245
246,0,,Hotel Low,Hotel Low (Holiday Inn Express),"Truckee, CA",0.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,43560,3,1,0.85,1000,0.85,550,0.85,400,0.85,1000,330,80,0,0,14520,26400,900,870,870,0.5,38246
247,0,,Hotel Low,Hotel Low (La Quinta Inn),"Redding, CA",0.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4,43560,3,0.3,0.85,1000,0.85,550,0.85,400,0.85,1000,330,100,0,0,4356,33000,2670,1767,1767,0.5,38247
248,0,,Hotel Low,Hotel Low (Holiday Inn),"Woodland Hills, CA",0.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4,43560,4,0.75,0.85,1000,0.85,550,0.85,400,0.85,1000,330,90,0,0,8167.5,29700,1858.5,1917,1917,0.5,38248
249,0,,Regional Mall,"Regional Mall (SEGA General Commerical, 1-2 floors)",,0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.04,0.48,0,0,0,0,0,0,0,0.1,43560,2,0.55,0.85,1000,0.85,750,0.85,500,0.85,1000,330,85,19,0,11979,28050,3000,265.5,265.5,0.5,39249
250,0,,Regional Mall,"Regional Mall (SACOG 11. Regional Retail, 1-2 floors)",,0.06,0,0,0,0,0,0.05,0,0,0,0.39,0.07,0,0.03,0.46,0,0,0,0,0,0,0,0.1,43560,2,0.65,0.85,1000,0.85,750,0.85,300,0.85,1000,330,70,0,0,14157,23100,5000,651.5,651.5,0.5,39250
251,0,,Regional Mall,Regional Mall (Montclair Plaza),"San Bernardino, CA",0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.04,0.48,0,0,0,0,0,0,0,0.2,43560,2,0.54,0.85,1000,0.85,750,0.85,300,0.85,1000,330,80,33,0,11761.2,26400,4363.2,517.8,517.8,0.5,39251
252,0,,Regional Mall,Regional Mall (Westfield Galleria),"Roseville, CA",0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.04,0.48,0,0,0,0,0,0,0,0.25,43560,2,0.67,0.85,1000,0.85,750,0.85,300,0.85,1000,330,80,28,0,14592.6,26400,1000,783.7,783.7,0.5,39252
253,0,,Regional Mall,Regional Mall (Westfield Mission Valley),"San Diego, CA",0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.04,0.48,0,0,0,0,0,0,0,0.25,43560,1,0.3,0.85,1000,0.85,750,0.85,300,0.85,1000,330,80,20,0,13068,26400,3056.4,517.8,517.8,0.5,39253
254,0.98,,Regional Mall,"Regional Mall (SCAG Regional Mall, 1-2 floors)",,0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.04,0.48,0,0,0,0,0,0,0,0.1,43560,2,0.35,0.85,1000,0.85,750,0.85,500,0.85,1000,330,60,0,0,7623,19800,12000,2068.5,2068.5,0.5,39254
255,0,,Medium Intensity Strip Commercial,"Med-Intensity Strip Commercial (SACOG 10. Comm/Nhood Retail, 1-2 floors)","Sacramento, CA",0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.04,0.48,0,0,0,0,0,0,0,0.1,43560,1,0.35,0.85,1000,0.85,750,0.85,300,0.85,1000,330,75,0,0,15246,24750,2136,714,714,0.5,40255
256,0,,Medium Intensity Strip Commercial,Med-Intensity Strip Commercial (Plaza Cienega),"Los Angeles, CA",0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.05,0.47,0,0,0,0,0,0,0,0.2,43560,1,0.45,0.85,1000,0.99,750,0.85,500,0.85,1000,330,70,28,0,19602,23100,740.8,58.6,58.6,0.5,40256
257,0,,Medium Intensity Strip Commercial,Med-Intensity Strip Commercial (Greenway Plaza),"Yonkers, NY",0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.1,0.42,0,0,0,0,0,0,0,0.2,43560,2,0.44,0.85,1000,0.88,750,0.85,500,0.85,1000,330,91,39,0,9583.2,30030,252.66,1847.07,1847.07,0.5,40257
258,0,,Medium Intensity Strip Commercial,Med-Intensity Strip Commercial (Tanner Market),"Pasadena, CA",0.06,0,0,0,0,0,0.05,0,0,0,0.39,0.07,0,0.04,0.45,0,0,0,0,0,0,0,0.2,43560,1,0.87,0.85,1000,0.93,750,0.85,500,0.85,1000,330,14,6,0,37897.2,4620,645.12,198.84,198.84,0.5,40258
259,0,,Medium Intensity Strip Commercial,"Med-Intensity Strip Commercial (SCAG Strip Commerical, 1-2 floors)",,0.06,0,0,0,0,0,0.3,0,0,0,0.29,0.04,0,0.03,0.34,0,0,0,0,0,0,0,0.1,43560,2,0.55,0.85,1000,0.85,750,0.85,500,0.85,1000,330,90,0,0,11979,29700,1531.8,174.6,174.6,0.5,40259
260,0,,Medium Intensity Strip Commercial,"Med-Intensity Strip Commercial (Cap Metro Strip Commerical, 1-2 floors)",,0.06,0,0,0,0,0,0.4,0,0,0,0.25,0.04,0,0.02,0.29,0,0,0,0,0,0,0,0.2,43560,2,0.5,0.85,1000,0.85,1000,0.85,500,0.85,1000,330,70,0,0,10890,23100,7314,1128,1128,0.5,40260
261,0,,Low Intensity Strip Commercial,Low Intensity Strip Commercial (Gilroy Crossing),"Gilroy, CA",0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.04,0.48,0,0,0,0,0,0,0,0.05,43560,2,0.31,0.85,1000,0.85,750,0.85,500,0.85,1000,330,92,0,0,6751.8,30360,2752.2,1848,1848,0.5,41261
262,0,,Low Intensity Strip Commercial,Low Intensity Strip Commercial (Paso Robles Strip Retail),"Paso Robles, CA",0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.04,0.48,0,0,0,0,0,0,0,0.1,43560,1,0.25,0.85,1000,0.85,750,0.85,500,0.85,1000,330,85,0,0,10890,28050,1941,1339.5,1339.5,0.5,41262
263,0,,Low Intensity Strip Commercial,Low Intensity Strip Commercial (Renaissance Center West),"Las Vegas, NV",0.06,0,0,0,0,0,0.02,0,0,0,0.4,0.06,0,0.26,0.26,0,0,0,0,0,0,0,0.15,43560,1,0.24,0.85,1000,0.99,750,0.99,500,0.85,1000,330,80,0,0,10454.4,26400,5212.62,746.49,746.49,0.5,41263
264,0,,Low Intensity Strip Commercial,Low Intensity Strip Commercial (Mission Viejo Commerce Center),,0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.04,0.48,0,0,0,0,0,0,0,0.1,43560,1,0.21,0.85,1000,1,750,0.85,500,0.85,1000,330,90,0,0,9147.6,29700,2234.4,1239,1239,0.5,41264
266,0,,Low Intensity Strip Commercial,Low Intensity Strip Commercial (Guernville Rd McDonald's),"Santa Rosa, CA",0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.04,0.48,0,0,0,0,0,0,0,0.4,43560,1,0.25,0.85,1000,1,750,0.99,500,0.85,1000,330,70,0,0,10890,23100,7314,1128,1128,0.5,41266
267,0,,Low Intensity Strip Commercial,"Low Intensity Strip Commercial (Stanford Ranch, Roseville)","Roseville, CA",0.06,0,0,0,0,0,0,0,0,0,0.41,0.07,0,0.04,0.48,0,0,0,0,0,0,0,0.2,43560,1,0.22,0.85,1000,0.85,750,0.85,500,0.85,1000,330,92,0,0,9583.2,30360,859.8,1378.5,1378.5,0.5,41267
269,0,,Rural Employment,Rural Employment (Occidential Elk Hills Oil Field),,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,20000,1,0,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,0,0,0,0,20000,0,42269
272,0,,Rural Employment,Rural Employment (Large Farm),"Watsonville, CA",0.03,3.06,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0.05,20000,1,0,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,0,0,0,400,19600,0.02,42272
273,0,,Rural Employment,Rural Employment (Mid-sized farm 1300x1300),"Manteca, CA",0.03,3.06,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0.03,20000,1,0,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,0,0,0,400,19600,0.02,42273
274,0,,Rural Employment,Rural Employment (Small farm 1300x650),"Modesto, CA",0.03,3.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0.02,20000,1,0,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,0,0,0,400,19600,0.02,42274
275,0,,Rural Employment,Rural Employment (Very Small Farm 650x650),"Modesto, CA",0.03,3.06,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0.01,20000,1,0,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,0,0,0,400,19600,0.02,42275
277,0,,Rural Employment,Rural Employment (Very Large Orchard),"Tracy, CA",0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05,20000,1,0,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,0,0,0,400,19600,0.02,42277
278,0,,Rural Employment,Rural Employment (Medium Orchard),"Tracy, CA",0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.03,20000,1,0,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,0,0,0,400,19600,0.02,42278
279,0,,Rural Employment,Rural Employment (Small Orchard),"Ojai, CA",0.03,3.06,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0.02,20000,1,0,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,0,0,0,400,19600,0.02,42279
281,0,,Rural Employment,Rural Employment (Large Organic Farm),"Brentwood, CA",0.03,3.06,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0.03,20000,1,0,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,0,0,0,400,19600,0.02,42281
282,0,,Rural Employment,Rural Employment (Medium Organic Farm Live Power Farm),"Covelo, Ca",0.03,3.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0.02,20000,1,0,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,0,0,0,400,19600,0.02,42282
283,0,,Rural Employment,Rural Employment (Small Organic Farm Gospel Flat Farm),"Bolinas, CA",0.03,3.06,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0.01,20000,1,0,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,0,0,0,400,19600,0.02,42283
285,0,,Rural Employment,Rural Employment (Livestock Farm Chilleno Valley Ranch),"Petaluma, CA",0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.27,20000,1,0,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,0,0,0,1000,19000,0.05,42285
286,0,,Rural Employment,Rural Employment (Harris Ranch Feedlot),,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,20000,1,0,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,0,0,0,1000,19000,0.05,42286
288,0,,Rural Employment,Rural Employment (Small Vineyard Martin Stelling Vineyard),,0.03,3.06,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0.05,20000,1,0,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,0,0,1.55,999.9225,18998.5275,0.05,42288
289,0,,Rural Employment,Rural Employment (Medium Vineyward Quintessa Vineyard),,0.03,3.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0.05,20000,1,0,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,0,0,1.55,999.9225,18998.5275,0.05,42289
290,0,http://www.argentinevineyardsforsale.com/own.html?adore_category=1,Rural Employment,Rural Employment (Large Vineyard Napa Valley Wine Company),,0.03,3.06,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0.05,20000,1,0,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,0,0,1.55,999.9225,18998.5275,0.05,42290
294,0,,Rural Employment,Rural Employment (Liberty Quarry Proposal),"Temecula, CA",0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,20000,1,0,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,0,0,1.55,999.9225,18998.5275,0.05,42294
296,0,http://www.mauinews.com/page/content.detail/id/527970.html?nav=10,Rural Employment,Rural Employment (Castle & Cook Resorts Wind Farm Proposal),"Lanai, HI",0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01,20000,1,0.01,0.85,1000,0.85,750,0.85,500,0.75,2500,0,0,0,0,200,0,5.5,0,19794.5,0,42296
298,0,,Campus/College High,Campus/College High (LA City College),"Los Angeles, CA",0.06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43560,3,0.57,0.85,1000,0.85,750,0.85,600,0.85,1000,330,0,64,0,8276.4,0,28749.6,5880.6,653.4,0.9,43298
300,0,,Campus/College Low,Campus/College Low,,0.06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43560,2,0.3,0.85,1000,0.85,750,0.85,650,0.85,1000,330,22,0,0,6534,7260,23827.32,5344.812,593.868,0.9,44300
304,0,,Hospital/Civic/Other Institutional,Hospital (Children's Hospital),"Los Angeles, CA",0.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43560,9,7,0.85,1000,0.85,750,0.85,625,0.85,1000,330,0,177,0,33880,0,7502,1960.2,217.8,0.9,45304
307,Moor Ruble Yudell,,Urban Elementary School,Urban Elementary School (Horace Mann ES),"San Jose, CA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43560,2,0.55,0.85,1000,0.85,1250,0.85,2500,0.85,1000,330,12,0,0,11979,3960,17091,9477,1053,0.9,46307
310,0,,Non-Urban Elementary School,Non-Urban Elementary School,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43560,1,0.3,0.85,1000,0.85,1250,0.85,2750,0.85,1000,330,4,0,0,13068,1320,7601.22,10785.39,10785.39,0.5,47310
315,0,,Urban Middle School,Urban Middle School (Central Los Angeles Middle School),"Los Angeles, CA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43560,2,0.5,0.85,1000,0.99,1120,0.85,3000,0.85,1000,0,0,0,0,10890,0,31798.8,784.08,87.12,0.9,48315
316,0,,Non-Urban Middle School,Non-Urban Middle School,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43560,1,0.25,0.85,1000,0.85,1250,0.85,3750,0.85,1000,330,10,0,0,10890,3300,7890,19332,2148,0.9,49316
320,0,,Urban High School,Urban High School (Berkeley High School),"Berkeley, CA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43560,3,1,0.85,1000,0.85,1250,0.85,3750,0.85,1000,330,25,0,0,14520,8250,15006,5205.6,578.4,0.9,50320
322,0,,Non-Urban High School,Non-Urban High School,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43560,1,0.25,0.85,1000,0.85,1250,0.85,5000,0.85,1000,330,50,0,0,10890,16500,2424,8247.6,5498.4,0.6,51322
326,0,,Urban City Hall,"Urban City Hall (Oakland City Hall, Oakland, CA)","Oakland, CA",0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,43560,12,9.5,0.85,1000,0.85,750,0.85,375,0.85,1000,0,0,0,0,34485,0,6895,1090,1090,0.5,52326
327,0,,Urban City Hall,Urban City Hall (Long Beach City Hall and Civic Center),"Long Beach, CA",0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,43560,2,1,0.85,1000,0.85,750,0.85,450,0.85,1000,330,45,0,0,21780,14850,3924,1503,1503,0.5,52327
